"FRAS_ref","Description","Type","Controller","OTU_OMU","BUS_GATE","Easting","Northing","Type_Of_Control","SCOOT_REGION","SCOOT_STATUS","SCOOT_COMMISSION_DATE","SCOOT_ANTICIP_DATE","SCOOT_PROGRESS","Authority","HWAYS_AGENCY_AREA","HA_AGENCY_MAINTAINED","Longitude","Latitude","Final_Longitude","Final_Latitude","_COL7","NIS_node","_Object","COMMENTS","Crossing_Facility"
"5/031","Drake St/E of Milkstone Rd","Puffin","ST750","Gemini GSM","NO",389719,412886,"RMS","","",,"","","Rochdale","0","",-2.156867,53.612436,"","",1,0,"Point","","PEDESTRIAN"
"5/032","Albert Royds St /South of Samson St","Double Pelican","ST750","","NO",391371,413901,"RMS","","",,"","","Rochdale","0","",-2.131927,53.621591,"","",1,0,"Point","","PEDESTRIAN"
"5/033","Rochdale Rd /North of Cheapside","Puffin","ST700","Gemini PSTN","NO",387100,406610,"RMS","","",,"","","Rochdale","0","",-2.196197,53.555965,"","",1,0,"Point","","PEDESTRIAN"
"5/034","Grimshaw Ln /North of Glen Grove","Pelican","ST750","PSTN 3U","NO",388454,405098,"RMS","","",,"","","Rochdale","0","",-2.175702,53.542407,"","",1,0,"Point","","PEDESTRIAN"
"5/035","Rochdale Rd/Stanycliffe Ln","Signal","ST900","Gemini PSTN","NO",387779,407392,"RMS","","",,"","","Rochdale","0","",-2.185979,53.56301,"","",1,0,"Point","",""
"5/038","Halifax Rd /South of Red Ln","Puffin","ST700","PSTN 3U","NO",390675,414472,"RMS","","",,"","","Rochdale","0","",-2.14247,53.626714,"","",1,0,"Point","","PEDESTRIAN"
"5/039","Halifax Rd /East of Holland St","Puffin","ST700","Gemini GSM","NO",391881,415583,"RMS","","",,"","","Rochdale","0","",-2.124264,53.636721,"","",1,0,"Point","","PEDESTRIAN"
"5/040","Manchester Rd /South of Milne St","Puffin","ST700","Gemini GSM","NO",388228,410630,"RMS","","",,"","","Rochdale","0","",-2.179323,53.592125,"","",1,0,"Point","","PEDESTRIAN"
"5/041","Yorkshire St /East of Regent St","Toucan","ST700","Gemini PSTN","NO",390219,413914,"RMS","ET","ON-GOING",,"Autumn 2008","Scheme order received from Rochdale","Rochdale","0","",-2.149352,53.621687,"","",1,0,"Point","","TOUCAN"
"5/043","Manchester Rd/Nixon St","Signal","ST900","PSTN 3U","NO",388071,411137,"RMS","","",,"","","Rochdale","0","",-2.181715,53.596678,"","",1,0,"Point","",""
"5/044","Queensway /West of Dicken Green Ln","Double Pelican","ST750","PSTN 3U","NO",389726,411603,"RMS","","",,"","","Rochdale","0","",-2.156725,53.600908,"","",1,0,"Point","","PEDESTRIAN"
"1309","John St/Yorkshire St","Signal","ST800","Gemini UTMC","YES",389941,413714,"SCOOT","ER","COMPLETED",20100802,"","","Rochdale","0","",-2.153541,53.619887,"","",0,1,"Point","",""
"5/047","Church St /West of Hornby St","Puffin","ST750","","NO",385723,410680,"RMS","","",,"","","Rochdale","0","",-2.21717,53.592512,"","",1,0,"Point","","PEDESTRIAN"
"5/050","Rochdale Rd/Elizabethan Way/Bridge St","Signal","ST900","Gemini PSTN","NO",392504,412738,"RMS","","",,"","","Rochdale","0","",-2.114776,53.61116,"","",1,0,"Point","",""
"5/051","Oldham Rd /West of Elm St","TOUCAN","ST750","Gemini GSM","NO",388354,406043,"RMS","","",,"","","Rochdale","0","",-2.177247,53.550898,"","",1,0,"Point","","PEDESTRIAN"
"5/052","Manchester New Rd /North of Mount Rd","Double Pelican","ST750","PSTN 3U","NO",386842,405239,"RMS","","",,"","","Rochdale","0","",-2.200032,53.543639,"","",1,0,"Point","","PEDESTRIAN"
"5/053","Bridge St/Pilsworth Rd","Signal","ST900","Gemini MOVA PSTN","NO",384964,410767,"MOVA","","",,"","","Rochdale","0","",-2.228641,53.593272,"","",1,0,"Point","",""
"5/054","New Rd /East of Arm Rd","Puffin","ST700","Gemini PSTN","NO",392417,415865,"RMS","","",,"","","Rochdale","0","",-2.116164,53.639263,"","",1,0,"Point","","PEDESTRIAN"
"5/055","Middleton Way /South of Middleton Bus Station","Signal","ST800","Gemini GSM","NO",386757,405644,"RMS","","",,"","","Rochdale","0","",-2.201324,53.547274,"","",1,0,"Point","","TOUCAN"
"5/056","Oldham Rd/Tesco Access Rd","Signal","ST900","Gemini MOVA GSM","NO",387087,405705,"MOVA","","",,"","","Rochdale","0","",-2.196356,53.547835,"","",1,0,"Point","",""
"5/057","Milnrow Rd /North of Vavasour St","Puffin","ST700","Gemini GSM","NO",390739,412999,"RMS","","",,"","","Rochdale","0","",-2.141463,53.613477,"","",1,0,"Point","","PEDESTRIAN"
"5/058","Manchester Old Rd /East of Egerton St","Puffin","ST750 ELV","PSTN 3U","NO",385067,405199,"RMS","","",,"","","Rochdale","0","",-2.226817,53.543229,"","",1,0,"Point","","PEDESTRIAN"
"1603","Manchester Rd /South of Montgomery St","Double Puffin","ST700","Gemini UTMC","NO",388513,411817,"UTC_FT","ES","ON-GOING",,"Autumn 2008","Under construction","Rochdale","0","",-2.175065,53.602803,"","",1,0,"Point","","PEDESTRIAN"
"5/060","Bury Rd /East of Fieldhead Ave","Puffin","ST750 ELV","Gemini PSTN","NO",387697,412943,"RMS","","",,"","","Rochdale","0","",-2.187439,53.612908,"","",1,0,"Point","","PEDESTRIAN"
"5/061","Edenfield Rd /West of Amy St","Puffin","ST750","Gemini PSTN","NO",387555,414062,"RMS","","",,"","","Rochdale","0","",-2.189623,53.622965,"","",1,0,"Point","","PEDESTRIAN"
"1305","St Marys Gate/Newgate /College Rd","Signal","ST900","Gemini UTMC","NO",389398,413404,"SCOOT","ER","COMPLETED",20030101,"","","Rochdale","0","",-2.161747,53.617086,"","",1,1,"Point","",""
"5/063","Halifax Rd/Birch Rd","Signal","ST800","Gemini MOVA PSTN","NO",391982,415636,"MOVA","","",,"","","Rochdale","0","",-2.122737,53.637199,"","",0,0,"Point","","TOUCAN"
"5/064","Halifax Road/New Rd/Smithy Bridge Rd","Signal","ST800","Gemini MOVA PSTN","NO",392204,415747,"MOVA","","",,"","","Rochdale","0","",-2.119384,53.6382,"","",1,0,"Point","",""
"5/065","Eastway /West of Chapel St","Puffin","ST750 ELV","Gemini PSTN","NO",386887,406042,"RMS","","",,"","","Rochdale","0","",-2.199388,53.550855,"","",1,0,"Point","","PEDESTRIAN"
"5/066","Elizabethan Way /South of Milnrow Station Entrance","Toucan","ST750 ELV","Gemini2 OMU","NO",392691,412342,"MOVA","","",,"","","Rochdale","0","",-2.111938,53.607595,"","",1,0,"Point","","PEDESTRIAN"
"5/067","Entwistle Rd /North of Gowers St","Puffin","ST700","PSTN 3U","NO",390638,413864,"RMS","","",,"","","Rochdale","0","",-2.143014,53.621242,"","",1,0,"Point","","PEDESTRIAN"
"5/068","Yorkshire St /South of Entwisle Rd","Puffin","ST700","PSTN 3U","NO",390492,414082,"RMS","","",,"","","Rochdale","0","",-2.145223,53.623199,"","",1,0,"Point","","PEDESTRIAN"
"5/069","Rochdale Rd /East of Dalton Ave","Puffin","ST700","PSTN 3U","NO",391989,413210,"RMS","","",,"","","Rochdale","0","",-2.122572,53.615395,"","",1,0,"Point","","PEDESTRIAN"
"5/070","Manchester Rd /South of Partington St","Puffin","ST700","Gemini GSM","NO",388097,410793,"RMS","","",,"","","Rochdale","0","",-2.181309,53.593587,"","",1,0,"Point","","PEDESTRIAN"
"5/071","Bury New Rd /West of Higher Lomax Ln","Puffin","ST800","Gemini GSM","NO",384137,410784,"RMS","","",,"","","Rochdale","0","",-2.241137,53.5934,"","",1,0,"Point","","PEDESTRIAN"
"5/072","Bolton Rd /East of Marland Fold","Pelican","ST750","PSTN 3U","NO",387690,411804,"RMS","","",,"","","Rochdale","0","",-2.187483,53.602566,"","",1,0,"Point","","PEDESTRIAN"
"5/073","Rochdale Rd East/Green Ln","Signal","ST800","PSTN 3U","NO",386283,410817,"MOVA","","",,"","","Rochdale","0","",-2.208716,53.593758,"","",1,0,"Point","",""
"5/074","Manchester New Rd /South of Kingsway/Hall Dr","Double Pelican","ST750","PSTN 3U","NO",386766,404904,"RMS","","",,"","","Rochdale","0","",-2.201169,53.540628,"","",1,0,"Point","","PEDESTRIAN"
"5/075","Queensway /East of Hartley Ln","Double Pelican","ST750","PSTN 3U","NO",389415,411453,"RMS","","",,"","","Rochdale","0","",-2.161421,53.599555,"","",1,0,"Point","","PEDESTRIAN"
"5/077","Kingsway/Morrisons Access","Signal","ST950ELV in","PSTN 5U","NO",391338,412860,"RMS","","",,"","","Rochdale","0","",-2.132403,53.612238,"","",1,0,"Point","",""
"1308","Spotland Rd /West of Mitchell St","Pelican","ST750","TC12","NO",388924,413766,"SCOOT","ER","COMPLETED",20071005,"","","Rochdale","0","",-2.168926,53.62033,"","",1,1,"Point","","PEDESTRIAN"
"5/079","Oldham Rd /North of Fletcher St","Puffin","ST700","Gemini GSM","NO",390358,412217,"RMS","","",,"","","Rochdale","0","",-2.147192,53.606435,"","",1,0,"Point","","PEDESTRIAN"
"5/080","Rochdale Rd/Hopwood Hall College Access","Signal","ST900","PSTN 3U","NO",388096,407835,"RMS","","",,"","","Rochdale","0","",-2.181043,53.566874,"","",1,0,"Point","",""
"5/081","Whitworth Rd /North of Gale St","Toucan","ST700","Gemini PSTN","NO",389442,415029,"RMS","","",,"","","Rochdale","0","",-2.161134,53.63169,"","",1,0,"Point","","TOUCAN"
"5/084","Dawson St /West of Moss St","Puffin","ST800","PSTN 3U","NO",385430,410840,"RMS","","",,"","","Rochdale","0","",-2.221604,53.593942,"","",1,0,"Point","","PEDESTRIAN"
"5/085","Pilsworth Rd/Broadfield Railway Bridge","Signal","ST900 ELV","Gemini PSTN","NO",384837,410047,"RMS","","",,"","","Rochdale","0","",-2.230525,53.586801,"","",1,0,"Point","",""
"5/087","Bury & Rochdale Old Rd/Queens Park Rd/Mine St","Signal","ST900","Gemini PSTN","NO",385729,412079,"RMS","","",,"","","Rochdale","0","",-2.217144,53.605086,"","",1,0,"Point","",""
"5/088","Bury St /West of Albert St","Puffin","ST800","PSTN 3U","NO",384588,410737,"RMS","","",,"","","Rochdale","0","",-2.234321,53.592992,"","",1,0,"Point","","PEDESTRIAN"
"5/089","Oldham Rd /North of Shaw Rd","Puffin","ST700","PSTN 3U","NO",390802,410400,"RMS","","",,"","","Rochdale","0","",-2.140429,53.59011,"","",1,0,"Point","","PEDESTRIAN"
"5/151","Tweedale St /West of Milkstone Rd","Puffin","ST750 ELV","Gemini GSM","NO",389705,412628,"RMS","","",,"","","Rochdale","0","",-2.15707,53.610118,"","",1,0,"Point","","PEDESTRIAN"
"5/091","Tweedale St /West of Castlemere St","Pelican","ST750","PSTN 3U","NO",389492,412563,"RMS","","",,"","","Rochdale","0","",-2.160287,53.609528,"","",1,0,"Point","","PEDESTRIAN"
"1301","Manchester Rd/Drake St","Signal","ST800","Gemini UTMC","NO",389259,412783,"SCOOT","ER","COMPLETED",20030101,"","","Rochdale","0","",-2.163816,53.611501,"","",1,1,"Point","",""
"5/093","Oldham Rd /South of Melbourne Rd","Puffin","ST700","PSTN 3U","NO",390588,410817,"RMS","","",,"","","Rochdale","0","",-2.143674,53.593855,"","",1,0,"Point","","PEDESTRIAN"
"5/094","Dale St /South of Smith Hill","Pelican","ST750","PSTN 3U","NO",392916,412485,"RMS","","",,"","","Rochdale","0","",-2.108538,53.60889,"","",1,0,"Point","","PEDESTRIAN"
"5/095","Manchester New Rd /North of Moss Ln","Puffin","ST700","Gemini PSTN","NO",386544,404459,"RMS","","",,"","","Rochdale","0","",-2.204493,53.536623,"","",1,0,"Point","","PEDESTRIAN"
"5/096","Wood St /North of Bowness Rd","Pelican","ST750","PSTN 5U","NO",385999,406661,"RMS","","",,"","","Rochdale","0","",-2.212815,53.556402,"","",1,0,"Point","","PEDESTRIAN"
"5/097","Wood St /South of Mosedale Rd","Puffin","ST750 ELV","PSTN 5U","NO",385847,406793,"RMS","","",,"","","Rochdale","0","",-2.215119,53.557578,"","",1,0,"Point","","PEDESTRIAN"
"5/098","Wood St /West of Windermere Rd","Pelican","ST750","PSTN 5U","NO",386242,406465,"RMS","","",,"","","Rochdale","0","",-2.209138,53.554645,"","",1,0,"Point","","PEDESTRIAN"
"5/100","Sandy Ln /South of Denehurst Rd","Pelican","ST750","PSTN 5U","NO",388204,413379,"RMS","","",,"","","Rochdale","0","",-2.179783,53.616835,"","",1,0,"Point","","PEDESTRIAN"
"5/101","York St /East of Hartley St","Puffin","ST800","PSTN 3U","NO",385794,410772,"RMS","","",,"","","Rochdale","0","",-2.216093,53.593342,"","",1,0,"Point","","PEDESTRIAN"
"5/102","Kingsway /East of Count St","Double Pelican","ST750","PSTN 3U","NO",390501,411992,"RMS","","",,"","","Rochdale","0","",-2.145023,53.604421,"","",1,0,"Point","","PEDESTRIAN"
"5/103","Manchester Rd /North of Thornham New Rd","Pelican","ST750","PSTN 3U","NO",388539,409604,"RMS","","",,"","","Rochdale","0","",-2.17442,53.582802,"","",1,0,"Point","","PEDESTRIAN"
"5/105","Bury & Rochdale Old Rd/Norden Rd","Signal","ST900","Gemini PSTN","NO",385880,412175,"RMS","","",,"","","Rochdale","0","",-2.214867,53.605953,"","",1,0,"Point","",""
"5/109","Queensway /North of Digby Rd","Double Pelican","ST750","PSTN 3U","NO",389982,411757,"RMS","","",,"","","Rochdale","0","",-2.152853,53.6023,"","",1,0,"Point","","PEDESTRIAN"
"1718","Liverpool Rd/Makro Access","Signal","ST900 ELV","Gemini SCOOVA GSM","NO",373761,396426,"SCOOVA","","",,"","","Salford","0","",-2.396688,53.463934,"","",1,0,"Point","",""
"6/003","Liverpool Rd /North of Chapel Rd","Pelican","ST750","PSTN 3U","NO",372352,394789,"RMS","","",,"","","Salford","0","",-2.417765,53.449147,"","",1,0,"Point","","PEDESTRIAN"
"6/004","Liverpool Rd /South of Broadway","Pelican","ST750","PSTN 3U","NO",372097,394358,"RMS","","",,"","","Salford","0","",-2.421566,53.44526,"","",1,0,"Point","","PEDESTRIAN"
"6/005","Liverpool Rd /South of Crossfield Rd","Pelican","ST750","PSTN 3U","NO",373427,395638,"RMS","","",,"","","Salford","0","",-2.401651,53.456834,"","",1,0,"Point","","PEDESTRIAN"
"6/006","Parrin Ln/Worsley Rd","Signal","ST900","PSTN 3U","NO",375547,399311,"RMS","","",,"","","Salford","0","",-2.370012,53.489952,"","",1,0,"Point","",""
"6/007","Liverpool Rd /South of Dixon St","Pelican","ST750","PSTN 3U","NO",371701,393636,"RMS","","",,"","","Salford","0","",-2.427463,53.438749,"","",1,0,"Point","","PEDESTRIAN"
"6/108","Liverpool Rd /North of Kings Rd","Pelican","ST700","Unspecified","NO",371350,392954,"RMS","","",,"","","Salford","0","",-2.432692,53.432605,"","",1,0,"Point","","PEDESTRIAN"
"6/009","Liverpool Rd /North of School Ln","Pelican","ST750","PSTN 3U","NO",370982,392106,"RMS","","",,"","","Salford","0","",-2.438145,53.424958,"","",1,0,"Point","","PEDESTRIAN"
"6/010","Liverpool Rd /South of Fiddlers Ln","Pelican","ST750","PSTN 3U","NO",372735,395094,"RMS","","",,"","","Salford","0","",-2.412025,53.451909,"","",1,0,"Point","","PEDESTRIAN"
"895","Liverpool Rd /South of John St","Pelican","ST750","Unspecified","NO",371143,392454,"SCOOT","FI","COMPLETED",20030301,"","","Salford","0","",-2.435754,53.428095,"","",1,1,"Point","","PEDESTRIAN"
"6/012","Lancaster Rd /North of Light Oaks Rd","Pelican","ST750","PSTN 3U","NO",378791,399870,"RMS","","",,"","","Salford","0","",-2.32116,53.495118,"","",1,0,"Point","","PEDESTRIAN"
"6/014","Liverpool Rd /Station Rd","Signal","ST900 ELV","Gemini MOVA GSM","NO",371569,393417,"MOVA","","",,"","","Salford","0","",-2.429432,53.436778,"","",1,0,"Point","",""
"6/015","Hankinson Way /North of Mulberry Rd","Double Puffin","ST700","Gemini PSTN","NO",381086,399145,"RMS","","",,"","","Salford","0","",-2.286518,53.488685,"","",1,0,"Point","","PEDESTRIAN"
"6/018","Bolton Rd/Agecroft Rd","Signal","ST900 ELV","Gemini MOVA PSTN 3U","NO",379322,401315,"MOVA","","",,"","","Salford","0","",-2.313251,53.508128,"","",1,0,"Point","",""
"6/019","Manchester Rd/Cleggs Ln","Signal","ST900 ELV","Gemini MOVA PSTN","NO",372004,403909,"MOVA","","",,"","","Salford","0","",-2.423821,53.531102,"","",1,0,"Point","",""
"6/020","East Lancashire Rd/Walkden Rd","Signal","ST950 ELV","Gemini MOVA GSM","NO",374098,401757,"MOVA","","",,"","","Salford","0","",-2.392053,53.511867,"","",1,0,"Point","",""
"1704","Manchester Rd/Walkden Rd/Westminster Rd","Signal","ST900","Gemini UTMC","NO",373911,402959,"SCOOT","","COMPLETE",20140601,"","","Salford","0","",-2.394973,53.522662,"","",1,1,"Point","",""
"1703","Bolton Rd/Manchester Rd/Memorial Rd/Bridgewater Rd","Signal","ST800","Gemini UTMC","NO",373664,403081,"SCOOT","","COMPLETE",20140601,"","","Salford","0","",-2.398709,53.523746,"","",1,1,"Point","",""
"6/023","Rake Ln /West of Martin Rd","Puffin","ST750","PSTN 3U","NO",378702,402772,"RMS","","",,"","","Salford","0","",-2.322699,53.521199,"","",1,0,"Point","","PEDESTRIAN"
"6/025","East Lancashire Rd/Ellenbrook Rd","Signal","ST950 ELVin","OMU Gemini2","NO",372932,401295,"MOVA RMS","","",,"","","Salford","0","",-2.409595,53.507656,"","",1,0,"Point","",""
"6/026","Liverpool Rd/Fairhills Rd/Roscoe Rd","Signal","ST800","Gemini MOVA PSTN","NO",371850,393801,"MOVA","","",,"","","Salford","0","",-2.425235,53.44024,"","",1,0,"Point","",""
"6/027","Wellington Rd/Albert Rd","Signal","ST800","Gemini MOVA PSTN","NO",377652,398880,"MOVA","","",,"","","Salford","0","",-2.338257,53.486172,"","",1,0,"Point","",""
"1710","Liverpool Rd /South of Sealand Dr","Pelican","ST750","PSTN 3U","NO",375142,397562,"RMS","","",,"","","Salford","0","",-2.375977,53.474212,"","",1,0,"Point","","PEDESTRIAN"
"6/033","Worsley Rd North /South of Whittle Dr","Pelican","ST750","PSTN 3U","NO",373562,404209,"RMS","","",,"","","Salford","0","",-2.400343,53.533879,"","",1,0,"Point","","PEDESTRIAN"
"6/034","Walkden Rd /North of Royle St","Pelican","ST750","PSTN 3U","NO",373795,402563,"RMS","","",,"","","Salford","0","",-2.39669,53.519097,"","",1,0,"Point","","PEDESTRIAN"
"6/035","Manchester Rd East /South of Hilton St","Pelican","ST750","PSTN 3U","NO",372103,403850,"RMS","","",,"","","Salford","0","",-2.422323,53.530577,"","",1,0,"Point","","PEDESTRIAN"
"6/037","Worsley Rd/New Ln","Signal","ST900","PSTN 3U","NO",375804,398824,"RMS","","",,"","","Salford","0","",-2.366107,53.48559,"","",1,0,"Point","",""
"6/038","Walkden Rd /North of Parkside Ave","Pelican","ST750 LV","PSTN 3U","NO",373833,402383,"RMS","","",,"","","Salford","0","",-2.396102,53.517481,"","",1,0,"Point","","PEDESTRIAN"
"6/039","Manchester Rd /East of Old Clough Ln","Pelican","ST750","PSTN 3U","NO",374790,403014,"RMS","","",,"","","Salford","0","",-2.38172,53.523199,"","",1,0,"Point","","PEDESTRIAN"
"6/040","Manchester Rd /North of Alder Dr","Pelican","ST750","PSTN 3U","NO",376352,402426,"RMS","","",,"","","Salford","0","",-2.358116,53.517987,"","",1,0,"Point","","PEDESTRIAN"
"6/041","Monton Rd /North of Francis St","Pelican","ST750","Gemini PSTN","NO",376746,399444,"RMS","","",,"","","Salford","0","",-2.351951,53.491204,"","",1,0,"Point","","PEDESTRIAN"
"1705","Manchester Rd /East of Holly Ave","Pelican","ST750","Gemini UTMC","NO",374215,402933,"SCOOT","","COMPLETE",20140601,"","","Salford","0","",-2.390386,53.522443,"","",1,1,"Point","","PEDESTRIAN"
"6/044","Barton Rd /North of Farm Ln","Pelican","ST750","PSTN 3U","NO",374847,400312,"RMS","","",,"","","Salford","0","",-2.380643,53.498916,"","",1,0,"Point","","PEDESTRIAN"
"6/045","Worsley Rd /North of Grosvenor Rd","Pelican","ST750","PSTN 3U","NO",375374,399466,"RMS","","",,"","","Salford","0","",-2.372632,53.491337,"","",1,0,"Point","","PEDESTRIAN"
"1707","Bolton Rd /South of Cecil St","Pelican","ST750","Gemini UTMC","NO",373633,403342,"SCOOT","","COMPLETE",,"","","Salford","0","",-2.399199,53.52609,"","",1,1,"Point","","PEDESTRIAN"
"6/048","Broughton Fire Station/Bury New Rd","Wig Wag","1014","","NO",382639,401597,"RMS","","",,"","","Salford","0","",-2.263259,53.510785,"","",1,0,"Point","",""
"1708","Bolton Rd/New Ellesmere Approach","Signal","ST900 LV","Gemini UTMC","NO",373589,403573,"SCOOT","","COMPLETE",20140601,"","","Salford","0","",-2.399882,53.528164,"","",1,1,"Point","",""
"6/050","Langworthy Rd /South of Amos St","Puffin","ST700","Gemini GSM","NO",380535,398873,"RMS","","",,"","","Salford","0","",-2.29481,53.486225,"","",1,0,"Point","","PEDESTRIAN"
"896","Liverpool Rd/Brinell Dr/Prospect Rd","Signal","ST900","Gemini UTMC","NO",371193,392564,"SCOOT","FI","COMPLETED",20030101,"","","Salford","0","",-2.435012,53.429087,"","",1,1,"Point","",""
"6/052","Manchester Rd East/Hilton Ln/Ellesmere St","Signal","ST900","PSTN 5U","NO",372973,403377,"RMS","","",,"","","Salford","0","",-2.409157,53.526371,"","",1,0,"Point","",""
"6/053","Monton Rd /North of Hawthorn Ave","Pelican","ST750","PSTN 3U","NO",376865,399356,"RMS","","",,"","","Salford","0","",-2.350152,53.490416,"","",1,0,"Point","","PEDESTRIAN"
"6/054","Littleton Rd /North of Northallerton Rd","Puffin","ST700","Gemini PSTN","NO",381557,400823,"RMS","","",,"","","Salford","0","",-2.279523,53.503788,"","",1,0,"Point","","PEDESTRIAN"
"6/056","Parrin Ln /North of May St","Pelican","ST700","PSTN 3U","NO",376096,399475,"RMS","","",,"","","Salford","0","",-2.361753,53.491448,"","",1,0,"Point","","PEDESTRIAN"
"6/057","Chorley Rd /North of Sutherland St","Pelican","ST700","PSTN 5U","NO",377310,402013,"RMS","","",,"","","Salford","0","",-2.343644,53.514321,"","",1,0,"Point","","PEDESTRIAN"
"6/058","M60 Jct 16 East Bound on slip/Manchester Rd/AREA10","Signal (Trunk)","ST800","Gemini PSTN","NO",377746,403339,"RMS","","",,"","","Salford","10","Yes",-2.337158,53.526255,"","",1,0,"Point","",""
"6/059","East Lancashire Rd/Mosley Common Rd","Signal","ST900","Gemini MOVA PSTN","NO",371989,401133,"MOVA","","",,"","","Salford","0","",-2.423799,53.50615,"","",1,0,"Point","",""
"6/066","Chorley Rd/Manchester Rd/Moss Ln","Signal","ST800","Gemini MOVA PSTN","NO",376796,402286,"MOVA","","",,"","","Salford","0","",-2.351409,53.516749,"","",1,0,"Point","",""
"6/067","Wellington Rd /East of Clarendon Rd","Pelican","ST750","PSTN 5U","NO",377900,398899,"RMS","","",,"","","Salford","0","",-2.334523,53.486358,"","",1,0,"Point","","PEDESTRIAN"
